,demand,photovoltaic,wind,ecars
tX1885,65696,19492,582,0.33616261
tX1886,63861,18570,694,0.41255305
tX1887,62157,16474,882,0.46817065
tX1888,60542,12692,1153,0.48157248
tX1889,59026,7578,1310,0.57203484
tX1890,59423,2508,1554,0.75429975
tX1891,61780,150,1743,0.92316283
tX1892,63832,0,2115,1
tX1893,59929,0,2667,0.9412553
tX1894,56672,0,3151,0.76100067
tX1895,54003,0,3503,0.58431986
tX1896,49901,0,3867,0.47554166
tX1897,46002,0,3815,0.34867099
tX1898,43927,0,3798,0.19410319
tX1899,42958,0,3960,0.10297074
tX1900,42694,0,3871,0.04936341
tX1901,43163,0,4029,0.02859057
tX1902,43610,0,3921,0.02970739
tX1903,43958,241,3581,0.11279875
tX1904,47081,2335,3247,0.27764128
tX1905,51077,5507,3039,0.52579853
tX1906,54294,8578,2931,0.46012955
tX1907,55674,10619,3246,0.3473308
tX1908,56625,11545,4018,0.27697119
tX1909,56580,11435,4663,0.33616261
tX1910,55018,9635,4862,0.41255305
tX1911,53214,7143,5315,0.46817065
tX1912,52382,4782,6061,0.48157248
tX1913,51944,2554,7139,0.57203484
tX1914,52970,845,8407,0.75429975
tX1915,55831,73,9687,0.92316283
tX1916,56839,0,10990,1
tX1917,53094,0,12062,0.9412553
tX1918,50394,0,12914,0.76100067
tX1919,49590,0,13470,0.58431986
tX1920,46527,0,14319,0.47554166
tX1921,43439,0,14451,0.34867099
tX1922,40729,0,14061,0.19410319
tX1923,39712,0,12841,0.10297074
tX1924,39570,0,11713,0.04936341
tX1925,38907,0,10225,0.02859057
tX1926,38459,0,9179,0.02970739
tX1927,37144,188,8577,0.11279875
tX1928,39458,1764,7511,0.27764128
tX1929,42705,3988,7629,0.52579853
tX1930,46491,6706,7892,0.46012955
tX1931,48837,9179,5950,0.3473308
tX1932,50749,11018,3987,0.27697119
tX1933,49710,11891,2916,0.33616261
tX1934,46934,12093,2240,0.41255305
tX1935,45053,11599,1881,0.46817065
tX1936,44673,9886,1650,0.48157248
tX1937,44551,6332,1492,0.57203484
tX1938,46527,2214,1406,0.75429975
tX1939,50431,202,1304,0.92316283
tX1940,53233,0,1863,1
tX1941,50940,0,2569,0.9412553
tX1942,49100,0,3152,0.76100067
tX1943,49429,0,3734,0.58431986
tX1944,45997,0,3941,0.47554166
tX1945,44095,0,4347,0.34867099
tX1946,42741,0,4221,0.19410319
tX1947,42130,0,3880,0.10297074
tX1948,42694,0,3647,0.04936341
tX1949,44376,0,3449,0.02859057
tX1950,48166,0,3420,0.02970739
tX1951,55811,299,3533,0.11279875
tX1952,61574,2563,3380,0.27764128
tX1953,64434,6169,2431,0.52579853
tX1954,64873,9626,2024,0.46012955
tX1955,65222,12738,2383,0.3473308
tX1956,66376,15007,2610,0.27697119
tX1957,65840,15893,3069,0.33616261
tX1958,64926,15782,3300,0.41255305
tX1959,63895,14438,3576,0.46817065
tX1960,63180,11330,3559,0.48157248
tX1961,61573,6646,3233,0.57203484
tX1962,61185,2448,2584,0.75429975
tX1963,63198,230,2155,0.92316283
tX1964,65706,0,1851,1
tX1965,62060,0,1768,0.9412553
tX1966,58406,0,1809,0.76100067
tX1967,55365,0,1763,0.58431986
tX1968,50445,0,1721,0.47554166
tX1969,47249,0,1506,0.34867099
tX1970,45214,0,1269,0.19410319
tX1971,44582,0,1084,0.10297074
tX1972,45161,0,1006,0.04936341
tX1973,46853,0,907,0.02859057
tX1974,50526,0,818,0.02970739
tX1975,57365,355,861,0.11279875
tX1976,62641,2694,963,0.27764128
tX1977,64670,6568,688,0.52579853
tX1978,64771,11093,467,0.46012955
tX1979,66267,15045,483,0.3473308
tX1980,67528,17351,474,0.27697119
tX1981,66794,17326,482,0.33616261
tX1982,66111,15794,491,0.41255305
tX1983,65039,13071,491,0.46817065
tX1984,63980,9630,446,0.48157248
tX1985,62149,5674,399,0.57203484
tX1986,61699,2171,428,0.75429975
tX1987,63652,213,609,0.92316283
tX1988,66037,0,903,1
tX1989,62484,0,1413,0.9412553
tX1990,58361,0,1722,0.76100067
tX1991,55088,0,1998,0.58431986
tX1992,49827,0,2320,0.47554166
tX1993,46684,0,2808,0.34867099
tX1994,44812,0,3119,0.19410319
tX1995,43688,0,3306,0.10297074
tX1996,44422,0,3656,0.04936341
tX1997,46361,0,4213,0.02859057
tX1998,49822,0,4476,0.02970739
tX1999,56557,496,4761,0.11279875
tX2000,61791,3531,5428,0.27764128
tX2001,64112,8124,4915,0.52579853
tX2002,64832,12714,4467,0.46012955
tX2003,66076,16005,4685,0.3473308
tX2004,67386,17567,5017,0.27697119
tX2005,66453,17126,5629,0.33616261
tX2006,66178,15133,5945,0.41255305
tX2007,65229,11814,6244,0.46817065
tX2008,63608,7941,6298,0.48157248
tX2009,62056,4240,6365,0.57203484
tX2010,61988,1402,6659,0.75429975
tX2011,64199,138,7333,0.92316283
tX2012,65852,0,8008,1
tX2013,61206,0,8371,0.9412553
tX2014,58168,0,8560,0.76100067
tX2015,54866,0,8285,0.58431986
tX2016,49966,0,8123,0.47554166
tX2017,46945,0,8128,0.34867099
tX2018,44894,0,8148,0.19410319
tX2019,43638,0,7906,0.10297074
tX2020,44249,0,7230,0.04936341
tX2021,46255,0,6210,0.02859057
tX2022,49816,0,5276,0.02970739
tX2023,57077,116,4541,0.11279875
tX2024,62973,862,3915,0.27764128
tX2025,65620,1892,3379,0.52579853
tX2026,67014,3205,3384,0.46012955
tX2027,67512,4376,3476,0.3473308
tX2028,68260,5362,3678,0.27697119
tX2029,67370,6078,3942,0.33616261
tX2030,66548,5829,3972,0.41255305
tX2031,65663,4832,4063,0.46817065
tX2032,64939,3360,4330,0.48157248
tX2033,63764,1831,4262,0.57203484
tX2034,63547,666,3822,0.75429975
tX2035,65100,82,4103,0.92316283
tX2036,66762,0,4331,1
tX2037,62687,0,5179,0.9412553
tX2038,58799,0,5871,0.76100067
tX2039,56305,0,6457,0.58431986
tX2040,51458,0,6352,0.47554166
tX2041,47864,0,6412,0.34867099
tX2042,45650,0,6462,0.19410319
tX2043,45277,0,6797,0.10297074
tX2044,45864,0,6634,0.04936341
tX2045,46893,0,6902,0.02859057
tX2046,50068,0,7165,0.02970739
tX2047,56319,202,7111,0.11279875
tX2048,61876,1578,7028,0.27764128
tX2049,63898,4034,7468,0.52579853
tX2050,65556,7260,8680,0.46012955
tX2051,68213,10069,10185,0.3473308
tX2052,70019,11932,11015,0.27697119
tX2053,67938,11037,12007,0.33616261
tX2054,66352,9991,13058,0.41255305
tX2055,65284,8555,13582,0.46817065
tX2056,63818,6185,13676,0.48157248
tX2057,62297,3714,12954,0.57203484
tX2058,62191,1491,10847,0.75429975
tX2059,63267,180,9471,0.92316283
tX2060,64552,0,9358,1
tX2061,60977,0,9218,0.9412553
tX2062,56693,0,8566,0.76100067
tX2063,54192,0,7837,0.58431986
tX2064,49918,0,7000,0.47554166
tX2065,46366,0,6241,0.34867099
tX2066,44422,0,5527,0.19410319
tX2067,43079,0,4948,0.10297074
tX2068,43127,0,4603,0.04936341
tX2069,43418,0,3937,0.02859057
tX2070,43720,0,3114,0.02970739
tX2071,43551,436,2687,0.11279875
tX2072,46780,2997,2347,0.27764128
tX2073,50399,7006,2158,0.52579853
tX2074,53559,11684,2587,0.46012955
tX2075,54743,14869,4396,0.3473308
tX2076,55124,16066,6192,0.27697119
tX2077,54146,16358,7375,0.33616261
tX2078,53400,15899,8247,0.41255305
tX2079,52091,13347,9224,0.46817065
tX2080,52207,9602,10305,0.48157248
tX2081,51535,5210,10955,0.57203484
tX2082,52369,1731,11350,0.75429975
tX2083,55117,194,13123,0.92316283
tX2084,56997,0,15163,1
tX2085,53098,0,16078,0.9412553
tX2086,49930,0,16806,0.76100067
tX2087,48530,0,17226,0.58431986
tX2088,44656,0,17907,0.47554166
tX2089,41294,0,18292,0.34867099
tX2090,36722,0,18683,0.19410319
tX2091,37313,0,19466,0.10297074
tX2092,37904,0,19571,0.04936341
tX2093,37753,0,20498,0.02859057
tX2094,38225,0,21854,0.02970739
tX2095,37680,22,22049,0.11279875
tX2096,38641,367,21542,0.27764128
tX2097,41505,1390,21423,0.52579853
tX2098,45355,2946,21811,0.46012955
tX2099,48288,4403,22179,0.3473308
tX2100,52191,5404,21720,0.27697119
tX2101,52656,5585,21104,0.33616261
tX2102,50124,5334,20007,0.41255305
tX2103,48500,4395,18632,0.46817065
tX2104,47773,3542,17767,0.48157248
tX2105,46776,2624,16669,0.57203484
tX2106,47013,1310,16463,0.75429975
tX2107,50857,471,17653,0.92316283
tX2108,52074,59,20505,1
tX2109,53537,0,23534,0.9412553
tX2110,52827,0,26276,0.76100067
tX2111,52797,0,27848,0.58431986
tX2112,49265,0,27998,0.47554166
tX2113,45910,0,28019,0.34867099
tX2114,45076,0,27846,0.19410319
tX2115,44524,0,27295,0.10297074
tX2116,45592,0,26966,0.04936341
tX2117,47075,0,26646,0.02859057
tX2118,50599,0,26230,0.02970739
tX2119,57802,58,26981,0.11279875
tX2120,63850,723,27172,0.27764128
tX2121,67339,2629,28038,0.52579853
tX2122,69415,5362,28474,0.46012955
tX2123,70472,7629,28177,0.3473308
tX2124,71754,9618,28147,0.27697119
tX2125,71614,11700,28110,0.33616261
tX2126,71046,12924,28498,0.41255305
tX2127,70479,12742,28892,0.46817065
tX2128,68846,11284,28898,0.48157248
tX2129,66712,8579,28914,0.57203484
tX2130,64879,5078,28462,0.75429975
tX2131,65169,1827,27556,0.92316283
tX2132,65665,229,24571,1
tX2133,65986,0,21180,0.9412553
tX2134,62919,0,18978,0.76100067
tX2135,58541,0,18270,0.58431986
tX2136,52996,0,17859,0.47554166
tX2137,48853,0,17847,0.34867099
tX2138,46995,0,18661,0.19410319
tX2139,47178,0,19314,0.10297074
tX2140,47181,0,19791,0.04936341
tX2141,49241,0,21079,0.02859057
tX2142,52180,0,22139,0.02970739
tX2143,58491,43,24799,0.11279875
tX2144,65802,297,26918,0.27764128
tX2145,69898,1524,28401,0.52579853
tX2146,70801,3450,28561,0.46012955
tX2147,72120,5380,28693,0.3473308
tX2148,72918,7858,28186,0.27697119
tX2149,72528,9945,27949,0.33616261
tX2150,72151,10476,27692,0.41255305
tX2151,71080,9706,27586,0.46817065
tX2152,68869,8423,26452,0.48157248
tX2153,66199,6300,26296,0.57203484
tX2154,65738,4072,25694,0.75429975
tX2155,65492,1698,26383,0.92316283
tX2156,66764,219,27547,1
tX2157,67564,4,28191,0.9412553
tX2158,64675,0,27828,0.76100067
tX2159,60692,0,26810,0.58431986
tX2160,55756,0,26522,0.47554166
tX2161,51269,0,26117,0.34867099
tX2162,48985,0,25694,0.19410319
tX2163,48352,0,24937,0.10297074
tX2164,48678,0,24467,0.04936341
tX2165,49692,0,24425,0.02859057
tX2166,53104,0,24130,0.02970739
tX2167,58819,103,23852,0.11279875
tX2168,64013,988,23816,0.27764128
tX2169,67470,3361,24670,0.52579853
tX2170,70065,6152,26422,0.46012955
tX2171,71341,8780,27212,0.3473308
tX2172,72894,11052,27513,0.27697119
tX2173,71881,12595,26859,0.33616261
tX2174,70194,13798,27094,0.41255305
tX2175,70113,13799,26927,0.46817065
tX2176,68853,11974,26804,0.48157248
tX2177,67344,8816,26191,0.57203484
tX2178,65807,5078,25621,0.75429975
tX2179,64828,1975,24510,0.92316283
tX2180,65019,217,22649,1
tX2181,64607,5,20596,0.9412553
tX2182,60234,0,19130,0.76100067
tX2183,57626,0,18524,0.58431986
tX2184,52746,0,18532,0.47554166
tX2185,46826,0,18132,0.34867099
tX2186,46829,0,18006,0.19410319
tX2187,46031,0,17848,0.10297074
tX2188,46494,0,17417,0.04936341
tX2189,47350,0,16222,0.02859057
tX2190,50478,0,14903,0.02970739
tX2191,56806,50,14180,0.11279875
tX2192,61870,449,13839,0.27764128
tX2193,64821,1661,13197,0.52579853
tX2194,66542,3560,14182,0.46012955
tX2195,68117,5760,15897,0.3473308
tX2196,68872,7992,17587,0.27697119
tX2197,68218,10065,19165,0.33616261
tX2198,67305,11399,21272,0.41255305
tX2199,66416,11886,22959,0.46817065
tX2200,65289,11163,23753,0.48157248
tX2201,64062,9314,24386,0.57203484
tX2202,62103,5656,23099,0.75429975
tX2203,61582,2372,21990,0.92316283
tX2204,61020,333,19077,1
tX2205,60116,6,16126,0.9412553
tX2206,57175,0,14752,0.76100067
tX2207,54650,0,14765,0.58431986
tX2208,50637,0,14265,0.47554166
tX2209,46799,0,13944,0.34867099
tX2210,44236,0,13643,0.19410319
tX2211,42962,0,12667,0.10297074
tX2212,42186,0,11590,0.04936341
tX2213,42329,0,10642,0.02859057
tX2214,41410,0,9370,0.02970739
tX2215,39475,165,8479,0.11279875
tX2216,40238,1822,7725,0.27764128
tX2217,43614,5671,6898,0.52579853
tX2218,47021,10264,7448,0.46012955
tX2219,49837,14098,8430,0.3473308
tX2220,52165,15966,8216,0.27697119
tX2221,51117,17880,7574,0.33616261
tX2222,48719,18683,7246,0.41255305
tX2223,46708,18242,6934,0.46817065
tX2224,45212,15914,6524,0.48157248
tX2225,44372,11712,6159,0.57203484
tX2226,45088,6852,5520,0.75429975
tX2227,46119,2605,4789,0.92316283
tX2228,46675,331,3819,1
tX2229,48362,6,3592,0.9412553
tX2230,47110,0,3777,0.76100067
tX2231,46401,0,3941,0.58431986
tX2232,43721,0,3698,0.47554166
tX2233,40288,0,3349,0.34867099
tX2234,38135,0,3028,0.19410319
tX2235,37339,0,2802,0.10297074
tX2236,37277,0,2687,0.04936341
tX2237,37754,0,2546,0.02859057
tX2238,38451,0,2484,0.02970739
tX2239,38998,56,2448,0.11279875
tX2240,40521,952,2347,0.27764128
tX2241,44099,3327,1844,0.52579853
tX2242,47200,6570,1384,0.46012955
tX2243,49177,9718,1801,0.3473308
tX2244,51216,11779,2517,0.27697119
tX2245,51342,12493,3142,0.33616261
tX2246,49629,12493,3605,0.41255305
tX2247,47725,11837,4205,0.46817065
tX2248,47411,10961,5160,0.48157248
tX2249,46798,8582,5414,0.57203484
tX2250,47963,5532,5782,0.75429975
tX2251,48861,2182,6195,0.92316283
tX2252,48076,339,5266,1
tX2253,47919,6,4729,0.9412553
tX2254,46060,0,4969,0.76100067
tX2255,44832,0,4752,0.58431986
tX2256,42178,0,4512,0.47554166
tX2257,39191,0,4181,0.34867099
tX2258,37553,0,3852,0.19410319
tX2259,36598,0,3569,0.10297074
tX2260,36192,0,3430,0.04936341
tX2261,36511,0,3235,0.02859057
tX2262,36166,0,2945,0.02970739
tX2263,35001,250,2748,0.11279875
tX2264,36171,2706,2599,0.27764128
tX2265,39976,8048,1906,0.52579853
tX2266,42736,13911,900,0.46012955
tX2267,44647,18426,959,0.3473308
tX2268,47297,19762,1902,0.27697119
tX2269,46119,19070,2502,0.33616261
tX2270,42781,18152,2962,0.41255305
tX2271,41535,16600,3364,0.46817065
tX2272,40325,14124,3931,0.48157248
tX2273,39476,10682,4326,0.57203484
tX2274,39706,6468,4273,0.75429975
tX2275,41351,2742,4064,0.92316283
tX2276,42362,421,3340,1
tX2277,44194,6,3235,0.9412553
tX2278,44016,0,3369,0.76100067
tX2279,43714,0,3330,0.58431986
tX2280,41053,0,3334,0.47554166
tX2281,38075,0,3200,0.34867099
tX2282,35994,0,2878,0.19410319
tX2283,34936,0,2757,0.10297074
tX2284,34934,0,2739,0.04936341
tX2285,35457,0,2910,0.02859057
tX2286,35611,0,3135,0.02970739
tX2287,34885,137,3290,0.11279875
tX2288,35782,1506,3346,0.27764128
tX2289,39230,4480,2742,0.52579853
tX2290,43149,7568,2464,0.46012955
tX2291,45275,10145,2971,0.3473308
tX2292,47709,11969,3770,0.27697119
tX2293,46911,12960,4726,0.33616261
tX2294,44906,13763,5082,0.41255305
tX2295,43531,14235,4721,0.46817065
tX2296,42449,13144,4501,0.48157248
tX2297,41973,10905,4325,0.57203484
tX2298,42721,7207,4184,0.75429975
tX2299,43984,3004,3569,0.92316283
tX2300,44955,514,2872,1
tX2301,47108,8,2580,0.9412553
tX2302,46736,0,2640,0.76100067
tX2303,46595,0,2512,0.58431986
tX2304,43794,0,2105,0.47554166
tX2305,41203,0,1712,0.34867099
tX2306,39540,0,1258,0.19410319
tX2307,38952,0,1029,0.10297074
tX2308,39593,0,1330,0.04936341
tX2309,41607,0,2099,0.02859057
tX2310,45638,2,2968,0.02970739
tX2311,53244,304,4151,0.11279875
tX2312,59158,2908,5171,0.27764128
tX2313,63088,8024,5401,0.52579853
tX2314,64235,13315,4110,0.46012955
tX2315,65358,16849,3556,0.3473308
tX2316,66465,19023,5133,0.27697119
tX2317,66725,20410,7627,0.33616261
tX2318,66207,20343,9052,0.41255305
tX2319,64753,19057,10381,0.46817065
tX2320,63519,16312,10955,0.48157248
tX2321,61772,12322,10950,0.57203484
tX2322,60674,7464,10860,0.75429975
tX2323,60363,2966,9822,0.92316283
tX2324,60480,467,8375,1
tX2325,61068,6,7501,0.9412553
tX2326,58542,0,7178,0.76100067
tX2327,55379,0,7201,0.58431986
tX2328,50978,0,7068,0.47554166
tX2329,47081,0,7133,0.34867099
tX2330,44840,0,6634,0.19410319
tX2331,43587,0,6131,0.10297074
tX2332,44267,0,6135,0.04936341
tX2333,45462,0,5956,0.02859057
tX2334,48431,2,5633,0.02970739
tX2335,54780,284,5526,0.11279875
tX2336,59722,1900,5079,0.27764128
tX2337,63025,4961,5047,0.52579853
tX2338,64440,8380,5019,0.46012955
tX2339,65599,11311,4944,0.3473308
tX2340,66439,13720,4772,0.27697119
tX2341,65710,15566,4223,0.33616261
tX2342,64551,16676,3563,0.41255305
tX2343,62668,16218,2933,0.46817065
tX2344,61442,14672,2580,0.48157248
tX2345,59732,11355,2113,0.57203484
tX2346,59139,7173,1686,0.75429975
tX2347,59298,3039,1296,0.92316283
tX2348,59505,530,939,1
tX2349,60073,11,904,0.9412553
tX2350,57978,0,819,0.76100067
tX2351,54613,0,785,0.58431986
tX2352,50283,0,809,0.47554166
tX2353,46155,0,875,0.34867099
tX2354,43855,0,981,0.19410319
tX2355,42769,0,1168,0.10297074
tX2356,43550,0,1506,0.04936341
tX2357,45210,0,1836,0.02859057
tX2358,48446,4,2183,0.02970739
tX2359,53550,430,2328,0.11279875
tX2360,59031,2812,2481,0.27764128
tX2361,61936,7283,2090,0.52579853
tX2362,63580,12573,1326,0.46012955
tX2363,64607,17253,1087,0.3473308
tX2364,65401,20691,947,0.27697119
tX2365,64562,22796,672,0.33616261
tX2366,63719,23195,442,0.41255305
tX2367,62138,21785,286,0.46817065
tX2368,60700,18878,222,0.48157248
tX2369,58769,14404,201,0.57203484
tX2370,57849,8914,188,0.75429975
tX2371,57535,3739,208,0.92316283
tX2372,57871,660,290,1
tX2373,58708,12,553,0.9412553
tX2374,56846,0,760,0.76100067
tX2375,53278,0,928,0.58431986
tX2376,48771,0,945,0.47554166
tX2377,44923,0,990,0.34867099
tX2378,42623,0,973,0.19410319
tX2379,41561,0,891,0.10297074
tX2380,42150,0,762,0.04936341
tX2381,43785,0,708,0.02859057
tX2382,47023,6,583,0.02970739
tX2383,53544,458,583,0.11279875
tX2384,58376,3138,750,0.27764128
tX2385,61462,8353,872,0.52579853
tX2386,62351,14121,525,0.46012955
tX2387,63818,18797,342,0.3473308
tX2388,64487,21792,373,0.27697119
tX2389,63300,23568,401,0.33616261
tX2390,61968,23727,472,0.41255305
tX2391,60169,22056,547,0.46817065
tX2392,58523,18543,597,0.48157248
tX2393,56926,13834,665,0.57203484
tX2394,56714,8305,771,0.75429975
tX2395,56482,3396,1067,0.92316283
tX2396,56126,613,1538,1
tX2397,56494,11,2530,0.9412553
tX2398,54344,0,4016,0.76100067
tX2399,50960,0,5421,0.58431986
tX2400,46695,0,6467,0.47554166
tX2401,42855,0,6922,0.34867099
tX2402,40827,0,7036,0.19410319
tX2403,39451,0,7262,0.10297074
tX2404,39169,0,7879,0.04936341
tX2405,39792,0,8067,0.02859057
tX2406,40527,5,8707,0.02970739
tX2407,41522,350,9667,0.11279875
tX2408,44454,2266,10126,0.27764128
tX2409,48695,5792,9760,0.52579853
tX2410,51287,9644,8561,0.46012955
tX2411,52702,13102,9354,0.3473308
tX2412,54186,15183,11728,0.27697119
tX2413,54136,15657,14921,0.33616261
tX2414,53100,14427,17703,0.41255305
tX2415,51990,12945,19349,0.46817065
tX2416,51655,10336,20608,0.48157248
tX2417,51317,7113,20992,0.57203484
tX2418,51734,3983,21260,0.75429975
tX2419,51507,1651,19974,0.92316283
tX2420,52256,351,21854,1
tX2421,51444,14,19694,0.9412553
tX2422,49599,0,18681,0.76100067
tX2423,47531,0,17282,0.58431986
tX2424,43344,0,16764,0.47554166
tX2425,40545,0,16300,0.34867099
tX2426,38023,0,15009,0.19410319
tX2427,36721,0,13301,0.10297074
tX2428,36543,0,11555,0.04936341
tX2429,36875,0,9911,0.02859057
tX2430,36879,8,8735,0.02970739
tX2431,36006,438,8453,0.11279875
tX2432,38103,2416,8281,0.27764128
tX2433,40983,6233,7528,0.52579853
tX2434,43836,11354,7018,0.46012955
tX2435,46980,16460,7866,0.3473308
tX2436,50038,19289,9402,0.27697119
tX2437,49760,20356,10890,0.33616261
tX2438,47992,20042,11369,0.41255305
tX2439,46290,18968,11619,0.46817065
tX2440,44650,16949,11905,0.48157248
tX2441,44365,13462,12159,0.57203484
tX2442,45387,8569,12297,0.75429975
tX2443,47177,3754,12090,0.92316283
tX2444,47396,792,10305,1
tX2445,48189,22,10892,0.9412553
tX2446,48126,0,14420,0.76100067
tX2447,48295,0,18561,0.58431986
tX2448,45958,0,22065,0.47554166
tX2449,43993,0,24650,0.34867099
tX2450,41527,0,25022,0.19410319
tX2451,40793,0,25016,0.10297074
tX2452,40688,0,23566,0.04936341
tX2453,42922,0,21393,0.02859057
tX2454,47387,10,19689,0.02970739
tX2455,55498,476,18467,0.11279875
tX2456,60877,2765,16738,0.27764128
tX2457,63290,6729,15639,0.52579853
tX2458,64331,11504,15692,0.46012955
tX2459,65852,15652,14867,0.3473308
tX2460,67477,17882,14516,0.27697119
tX2461,67116,18235,14917,0.33616261
tX2462,66660,17904,15367,0.41255305
tX2463,65453,16863,16176,0.46817065
tX2464,64488,14451,16464,0.48157248
tX2465,62218,11127,16190,0.57203484
tX2466,60793,7278,14822,0.75429975
tX2467,59887,3335,12772,0.92316283
tX2468,59936,696,9672,1
tX2469,59521,26,7287,0.9412553
tX2470,57178,0,6256,0.76100067
tX2471,53687,0,5637,0.58431986
tX2472,48967,0,5014,0.47554166
tX2473,45741,0,4527,0.34867099
tX2474,43784,0,4080,0.19410319
tX2475,43263,0,4028,0.10297074
tX2476,44117,0,4460,0.04936341
tX2477,45732,0,5308,0.02859057
tX2478,49360,11,5991,0.02970739
tX2479,56828,484,6658,0.11279875
tX2480,61614,3117,7153,0.27764128
tX2481,62329,7723,6533,0.52579853
tX2482,63559,13222,5735,0.46012955
tX2483,65509,18071,6836,0.3473308
tX2484,67208,21130,8784,0.27697119
tX2485,66864,22376,10656,0.33616261
tX2486,66631,21957,12179,0.41255305
tX2487,65639,19947,13328,0.46817065
tX2488,64184,16688,13802,0.48157248
tX2489,61981,12086,13990,0.57203484
tX2490,60963,7333,13129,0.75429975
tX2491,60202,3255,11414,0.92316283
tX2492,59850,742,9855,1
tX2493,59693,27,9352,0.9412553
tX2494,57524,0,9454,0.76100067
tX2495,53882,0,9860,0.58431986
tX2496,49089,0,9665,0.47554166
tX2497,45442,0,9404,0.34867099
tX2498,43411,0,9269,0.19410319
tX2499,42325,0,9112,0.10297074
tX2500,42379,0,8764,0.04936341
tX2501,44426,0,8540,0.02859057
tX2502,48594,18,8240,0.02970739
tX2503,55976,678,8198,0.11279875
tX2504,61602,3650,8214,0.27764128
tX2505,63884,8808,7294,0.52579853
tX2506,64531,14681,6745,0.46012955
tX2507,66617,19621,8442,0.3473308
tX2508,69271,23079,12157,0.27697119
tX2509,68680,24682,15377,0.33616261
tX2510,67932,24751,16830,0.41255305
tX2511,66058,23421,18389,0.46817065
tX2512,66312,20321,19822,0.48157248
tX2513,64192,15584,20114,0.57203484
tX2514,62979,9615,19574,0.75429975
tX2515,62123,4050,18128,0.92316283
tX2516,60942,764,14262,1
tX2517,60554,25,12425,0.9412553
tX2518,58604,0,11743,0.76100067
tX2519,54710,0,11368,0.58431986
tX2520,49675,0,9951,0.47554166
tX2521,46395,0,8938,0.34867099
tX2522,43577,0,7616,0.19410319
tX2523,42249,0,6269,0.10297074
tX2524,42326,0,5539,0.04936341
tX2525,44064,0,5172,0.02859057
tX2526,48065,18,4707,0.02970739
tX2527,55421,619,4454,0.11279875
tX2528,60619,3477,4129,0.27764128
tX2529,63578,8124,4192,0.52579853
tX2530,64854,12324,5051,0.46012955
tX2531,65706,15909,5171,0.3473308
tX2532,66541,17925,5367,0.27697119
tX2533,66089,18895,6053,0.33616261
tX2534,65321,18476,6566,0.41255305
tX2535,63784,16980,7031,0.46817065
tX2536,62450,14036,7436,0.48157248
tX2537,60880,10465,7796,0.57203484
tX2538,60008,6506,7803,0.75429975
tX2539,58621,2903,7501,0.92316283
tX2540,58181,614,6507,1
tX2541,57566,28,5596,0.9412553
tX2542,55328,0,5375,0.76100067
tX2543,51282,0,5122,0.58431986
tX2544,47056,0,4879,0.47554166
tX2545,43406,0,4737,0.34867099
tX2546,41289,0,4660,0.19410319
tX2547,40361,0,4555,0.10297074
tX2548,40937,0,4368,0.04936341
tX2549,42272,0,4236,0.02859057
tX2550,46371,15,4438,0.02970739
tX2551,53469,440,4602,0.11279875
tX2552,58695,2227,4220,0.27764128
tX2553,61202,5197,3781,0.52579853
tX2554,61689,8554,4240,0.46012955
tX2555,63917,10866,4567,0.3473308
tX2556,64489,12397,4705,0.27697119
tX2557,63742,13671,5055,0.33616261
tX2558,62217,13515,5754,0.41255305
tX2559,60749,11985,6901,0.46817065
tX2560,59406,9975,8326,0.48157248
tX2561,58245,7674,9207,0.57203484
tX2562,57539,4823,10069,0.75429975
tX2563,57135,2350,10372,0.92316283
tX2564,56052,589,9056,1
tX2565,54910,33,7631,0.9412553
tX2566,53575,0,7666,0.76100067
tX2567,50881,0,7610,0.58431986
tX2568,46797,0,7255,0.47554166
tX2569,43122,0,6849,0.34867099
tX2570,40447,0,6157,0.19410319
tX2571,39560,0,5596,0.10297074
tX2572,39734,0,5115,0.04936341
tX2573,40172,0,4803,0.02859057
tX2574,40721,30,4366,0.02970739
tX2575,41236,825,4086,0.11279875
tX2576,44414,4104,3142,0.27764128
tX2577,48796,9458,1860,0.52579853
tX2578,51871,15069,1676,0.46012955
tX2579,53757,17899,2653,0.3473308
tX2580,54606,18312,3378,0.27697119
tX2581,52381,18860,3486,0.33616261
tX2582,50445,19506,3336,0.41255305
tX2583,49175,19182,3567,0.46817065
tX2584,48020,17492,3905,0.48157248
tX2585,47340,14086,4026,0.57203484
tX2586,47361,9367,3919,0.75429975
tX2587,48200,4539,3752,0.92316283
tX2588,47617,1087,3306,1
tX2589,47270,45,3106,0.9412553
tX2590,46517,0,3220,0.76100067
tX2591,44518,0,3148,0.58431986
tX2592,41251,0,3242,0.47554166
tX2593,38444,0,3139,0.34867099
tX2594,36340,0,2916,0.19410319
tX2595,35468,0,2527,0.10297074
tX2596,35612,0,2317,0.04936341
tX2597,35765,0,2134,0.02859057
tX2598,36082,30,1847,0.02970739
tX2599,35276,828,1623,0.11279875
tX2600,36987,4279,1463,0.27764128
tX2601,41051,9588,1052,0.52579853
tX2602,44332,15118,872,0.46012955
tX2603,46108,19761,1202,0.3473308
tX2604,47876,22982,1285,0.27697119
tX2605,47377,25003,1141,0.33616261
tX2606,45383,25012,1119,0.41255305
tX2607,43685,23412,1132,0.46817065
tX2608,42418,20429,1241,0.48157248
tX2609,41576,16077,1504,0.57203484
tX2610,42430,10323,1682,0.75429975
tX2611,44686,4769,1940,0.92316283
