,demand,photovoltaic,wind,ecars
tX2612,45484,1194,2165,1
tX2613,46043,51,2625,0.9412553
tX2614,46088,0,3389,0.76100067
tX2615,44824,0,3909,0.58431986
tX2616,41551,0,4180,0.47554166
tX2617,38930,0,4342,0.34867099
tX2618,37589,0,4374,0.19410319
tX2619,37169,0,4146,0.10297074
tX2620,37690,0,4116,0.04936341
tX2621,39649,0,4318,0.02859057
tX2622,44400,38,4588,0.02970739
tX2623,52085,968,4972,0.11279875
tX2624,57813,4532,4656,0.27764128
tX2625,60352,10253,3007,0.52579853
tX2626,61199,16173,2344,0.46012955
tX2627,62563,20885,2816,0.3473308
tX2628,63896,23988,3370,0.27697119
tX2629,63433,25478,4071,0.33616261
tX2630,62564,25500,4940,0.41255305
tX2631,61993,24145,5676,0.46817065
tX2632,61206,21030,6125,0.48157248
tX2633,59261,16267,6520,0.57203484
tX2634,58192,10245,6625,0.75429975
tX2635,57507,4723,6299,0.92316283
tX2636,57652,1194,5308,1
tX2637,56591,54,5262,0.9412553
tX2638,55228,0,5667,0.76100067
tX2639,51426,0,5491,0.58431986
tX2640,46425,0,4995,0.47554166
tX2641,43214,0,4313,0.34867099
tX2642,41526,0,3722,0.19410319
tX2643,40612,0,3319,0.10297074
tX2644,40787,0,3386,0.04936341
tX2645,42321,0,4518,0.02859057
tX2646,46084,45,6068,0.02970739
tX2647,52894,1052,7295,0.11279875
tX2648,58676,4834,8019,0.27764128
tX2649,61502,10585,6351,0.52579853
tX2650,62222,16393,5771,0.46012955
tX2651,64202,21076,7048,0.3473308
tX2652,66746,24015,8960,0.27697119
tX2653,66938,25447,11051,0.33616261
tX2654,65969,25540,12263,0.41255305
tX2655,64149,24152,12966,0.46817065
tX2656,62735,21066,14214,0.48157248
tX2657,60534,16281,14527,0.57203484
tX2658,59645,10402,14221,0.75429975
tX2659,58799,4809,13133,0.92316283
tX2660,58565,1209,11969,1
tX2661,57564,65,11211,0.9412553
tX2662,55914,0,11084,0.76100067
tX2663,52137,0,10907,0.58431986
tX2664,47723,0,10448,0.47554166
tX2665,43586,0,9854,0.34867099
tX2666,41989,0,9423,0.19410319
tX2667,41167,0,9437,0.10297074
tX2668,41906,0,9109,0.04936341
tX2669,43570,0,8767,0.02859057
tX2670,47475,40,8367,0.02970739
tX2671,54557,799,7826,0.11279875
tX2672,59819,3397,6907,0.27764128
tX2673,62670,7312,5797,0.52579853
tX2674,63897,11438,5082,0.46012955
tX2675,65156,15254,4453,0.3473308
tX2676,66224,18029,3837,0.27697119
tX2677,65433,19562,3273,0.33616261
tX2678,64466,19838,3033,0.41255305
tX2679,62842,18937,2831,0.46817065
tX2680,60886,17011,2883,0.48157248
tX2681,58911,13669,2801,0.57203484
tX2682,58404,9136,2451,0.75429975
tX2683,57901,4366,2116,0.92316283
tX2684,57715,1209,1976,1
tX2685,56873,79,2015,0.9412553
tX2686,56007,0,2163,0.76100067
tX2687,51980,0,2377,0.58431986
tX2688,47475,0,2577,0.47554166
tX2689,43971,0,2730,0.34867099
tX2690,42223,0,2911,0.19410319
tX2691,41458,0,3164,0.10297074
tX2692,42280,0,3351,0.04936341
tX2693,43883,0,3250,0.02859057
tX2694,47398,45,3200,0.02970739
tX2695,54289,908,3106,0.11279875
tX2696,59521,3951,2782,0.27764128
tX2697,61813,8311,2025,0.52579853
tX2698,62403,12751,1602,0.46012955
tX2699,63298,16772,1614,0.3473308
tX2700,64105,19879,1545,0.27697119
tX2701,63286,21562,1612,0.33616261
tX2702,62765,22058,1863,0.41255305
tX2703,61138,21091,1879,0.46817065
tX2704,60551,18426,2175,0.48157248
tX2705,58560,14519,2051,0.57203484
tX2706,57850,9576,1932,0.75429975
tX2707,57816,4709,1832,0.92316283
tX2708,57693,1281,1596,1
tX2709,57034,78,1701,0.9412553
tX2710,56335,0,2139,0.76100067
tX2711,52045,0,2211,0.58431986
tX2712,46987,0,1973,0.47554166
tX2713,43974,0,1782,0.34867099
tX2714,42270,0,1602,0.19410319
tX2715,41435,0,1424,0.10297074
tX2716,41911,0,1253,0.04936341
tX2717,43479,0,1122,0.02859057
tX2718,47102,65,1108,0.02970739
tX2719,54035,1133,1256,0.11279875
tX2720,59487,4643,1412,0.27764128
tX2721,62086,9824,1243,0.52579853
tX2722,62936,15210,796,0.46012955
tX2723,63910,20042,1042,0.3473308
tX2724,64298,23330,1613,0.27697119
tX2725,63640,24807,2432,0.33616261
tX2726,62857,24942,3355,0.41255305
tX2727,61465,23402,3909,0.46817065
tX2728,59976,20304,4275,0.48157248
tX2729,58451,15816,4048,0.57203484
tX2730,57997,10251,3491,0.75429975
tX2731,56988,4474,2716,0.92316283
tX2732,56722,1227,1885,1
tX2733,55479,80,1695,0.9412553
tX2734,53819,0,2092,0.76100067
tX2735,50335,0,2773,0.58431986
tX2736,46113,0,3695,0.47554166
tX2737,43098,0,4690,0.34867099
tX2738,41135,0,5728,0.19410319
tX2739,39783,0,6574,0.10297074
tX2740,39582,0,7052,0.04936341
tX2741,39833,0,7076,0.02859057
tX2742,40187,35,7261,0.02970739
tX2743,41113,768,6911,0.11279875
tX2744,44517,3176,6576,0.27764128
tX2745,48895,6011,5721,0.52579853
tX2746,52136,8745,4802,0.46012955
tX2747,53772,10868,4359,0.3473308
tX2748,54582,11960,4682,0.27697119
tX2749,53953,12428,5633,0.33616261
tX2750,52150,11768,6875,0.41255305
tX2751,50739,10256,7873,0.46817065
tX2752,49936,7725,8492,0.48157248
tX2753,49054,5302,8151,0.57203484
tX2754,50198,3312,7721,0.75429975
tX2755,49837,1584,6914,0.92316283
tX2756,49205,441,5805,1
tX2757,48213,40,5061,0.9412553
tX2758,47199,0,5281,0.76100067
tX2759,45048,0,5153,0.58431986
tX2760,41547,0,5400,0.47554166
tX2761,37886,0,5526,0.34867099
tX2762,35681,0,5336,0.19410319
tX2763,34510,0,4991,0.10297074
tX2764,34168,0,4586,0.04936341
tX2765,34642,0,3955,0.02859057
tX2766,34929,41,3524,0.02970739
tX2767,34694,658,3095,0.11279875
tX2768,36766,2736,2597,0.27764128
tX2769,40374,6157,2165,0.52579853
tX2770,43832,10101,2181,0.46012955
tX2771,46534,13153,2553,0.3473308
tX2772,48630,15023,3271,0.27697119
tX2773,48798,15979,3976,0.33616261
tX2774,46681,15896,4258,0.41255305
tX2775,44948,14821,4355,0.46817065
tX2776,44684,13231,3964,0.48157248
tX2777,44130,10125,3178,0.57203484
tX2778,45270,6540,2360,0.75429975
tX2779,47127,3299,1824,0.92316283
tX2780,47122,959,1604,1
tX2781,47081,78,1293,0.9412553
tX2782,47062,0,1401,0.76100067
tX2783,46063,0,1322,0.58431986
tX2784,42430,0,1385,0.47554166
tX2785,39864,0,1529,0.34867099
tX2786,38364,0,1732,0.19410319
tX2787,37799,0,2089,0.10297074
tX2788,38397,0,2521,0.04936341
tX2789,40621,0,3063,0.02859057
tX2790,45000,36,3540,0.02970739
tX2791,53538,607,4031,0.11279875
tX2792,59661,2685,3959,0.27764128
tX2793,62987,5647,3932,0.52579853
tX2794,64186,8696,3988,0.46012955
tX2795,65550,11810,4445,0.3473308
tX2796,67190,13912,4658,0.27697119
tX2797,66765,14596,5085,0.33616261
tX2798,65845,14389,5678,0.41255305
tX2799,64940,13363,6629,0.46817065
tX2800,63755,11376,7714,0.48157248
tX2801,62031,8841,8839,0.57203484
tX2802,61338,5851,9165,0.75429975
tX2803,60483,2773,8709,0.92316283
tX2804,59761,719,8078,1
tX2805,57952,70,7127,0.9412553
tX2806,56030,0,6743,0.76100067
tX2807,51923,0,6268,0.58431986
tX2808,46752,0,6055,0.47554166
tX2809,43869,0,5842,0.34867099
tX2810,42367,0,5618,0.19410319
tX2811,41723,0,4865,0.10297074
tX2812,42515,0,4035,0.04936341
tX2813,44255,0,3421,0.02859057
tX2814,47795,66,3077,0.02970739
tX2815,54992,777,2892,0.11279875
tX2816,60460,2566,2997,0.27764128
tX2817,63242,5117,2793,0.52579853
tX2818,63308,7907,3166,0.46012955
tX2819,64482,10222,3638,0.3473308
tX2820,65606,11874,3867,0.27697119
tX2821,65067,12462,4319,0.33616261
tX2822,64353,12186,5350,0.41255305
tX2823,62630,11673,6252,0.46817065
tX2824,61552,11044,7178,0.48157248
tX2825,60632,9063,8682,0.57203484
tX2826,59379,6592,8466,0.75429975
tX2827,59626,3793,8109,0.92316283
tX2828,59531,1265,8352,1
tX2829,58059,125,7876,0.9412553
tX2830,56405,0,6699,0.76100067
tX2831,53359,0,6679,0.58431986
tX2832,49320,0,6901,0.47554166
tX2833,45561,0,7070,0.34867099
tX2834,43893,0,7264,0.19410319
tX2835,42973,0,7168,0.10297074
tX2836,43875,0,7120,0.04936341
tX2837,45627,0,7090,0.02859057
tX2838,48665,107,7218,0.02970739
tX2839,55222,1557,7159,0.11279875
tX2840,60014,5447,5949,0.27764128
tX2841,62120,10867,4458,0.52579853
tX2842,63083,16346,4614,0.46012955
tX2843,64558,20595,5593,0.3473308
tX2844,65915,22764,6402,0.27697119
tX2845,64968,22820,6303,0.33616261
tX2846,64163,22305,5933,0.41255305
tX2847,62876,20548,5687,0.46817065
tX2848,61621,17622,5559,0.48157248
tX2849,60009,13569,5568,0.57203484
tX2850,59149,8654,5515,0.75429975
tX2851,59147,4150,5173,0.92316283
tX2852,58507,1239,4649,1
tX2853,57650,105,4722,0.9412553
tX2854,56719,0,6257,0.76100067
tX2855,53005,0,7970,0.58431986
tX2856,48124,0,8550,0.47554166
tX2857,44690,0,9414,0.34867099
tX2858,42646,0,9180,0.19410319
tX2859,41790,0,8764,0.10297074
tX2860,42267,0,7604,0.04936341
tX2861,43842,0,6905,0.02859057
tX2862,47287,79,6605,0.02970739
tX2863,54541,995,5995,0.11279875
tX2864,60693,3368,4948,0.27764128
tX2865,62799,6610,4280,0.52579853
tX2866,63195,10270,4825,0.46012955
tX2867,64055,13843,6019,0.3473308
tX2868,66000,15800,7575,0.27697119
tX2869,65696,15877,8099,0.33616261
tX2870,64360,15652,8766,0.41255305
tX2871,63085,15027,8545,0.46817065
tX2872,61971,13448,8057,0.48157248
tX2873,60178,10252,7598,0.57203484
tX2874,59313,6477,6573,0.75429975
tX2875,59035,3015,5831,0.92316283
tX2876,58118,811,5694,1
tX2877,56355,75,5663,0.9412553
tX2878,53946,0,5246,0.76100067
tX2879,50371,0,4432,0.58431986
tX2880,46532,0,4077,0.47554166
tX2881,42542,0,4161,0.34867099
tX2882,40423,0,4390,0.19410319
tX2883,38995,0,4597,0.10297074
tX2884,38789,0,4665,0.04936341
tX2885,38692,0,4438,0.02859057
tX2886,38011,72,3954,0.02970739
tX2887,36157,942,3432,0.11279875
tX2888,38039,3090,2534,0.27764128
tX2889,40972,6082,2001,0.52579853
tX2890,44564,8493,2024,0.46012955
tX2891,46507,10108,2158,0.3473308
tX2892,48409,11024,2335,0.27697119
tX2893,47457,11587,2572,0.33616261
tX2894,45726,12154,2755,0.41255305
tX2895,44473,11594,2747,0.46817065
tX2896,43379,10247,2715,0.48157248
tX2897,43033,8377,2605,0.57203484
tX2898,43825,5490,2479,0.75429975
tX2899,44681,2913,2201,0.92316283
tX2900,44639,970,2039,1
tX2901,44368,119,2093,0.9412553
tX2902,44898,0,2181,0.76100067
tX2903,43754,0,1992,0.58431986
tX2904,40491,0,1890,0.47554166
tX2905,37511,0,1750,0.34867099
tX2906,35788,0,1645,0.19410319
tX2907,34904,0,1489,0.10297074
tX2908,34972,0,1439,0.04936341
tX2909,35878,0,1373,0.02859057
tX2910,36858,102,1306,0.02970739
tX2911,38007,1257,1262,0.11279875
tX2912,41453,4196,960,0.27764128
tX2913,45460,8145,784,0.52579853
tX2914,47998,12024,1116,0.46012955
tX2915,50074,14928,1303,0.3473308
tX2916,51223,16313,1475,0.27697119
tX2917,50574,16857,1643,0.33616261
tX2918,49030,16652,1793,0.41255305
tX2919,47766,15560,1766,0.46817065
tX2920,47517,13360,1599,0.48157248
tX2921,46914,10800,1281,0.57203484
tX2922,47317,7562,1072,0.75429975
tX2923,48058,4227,910,0.92316283
tX2924,47702,1435,843,1
tX2925,46434,158,1092,0.9412553
tX2926,46433,0,1712,0.76100067
tX2927,45000,0,2600,0.58431986
tX2928,41735,0,3327,0.47554166
tX2929,38597,0,3737,0.34867099
tX2930,36372,0,4403,0.19410319
tX2931,35228,0,4895,0.10297074
tX2932,35201,0,5699,0.04936341
tX2933,35585,0,6198,0.02859057
tX2934,35549,69,6889,0.02970739
tX2935,35206,880,7255,0.11279875
tX2936,37216,3059,6630,0.27764128
tX2937,40775,5910,5360,0.52579853
tX2938,43656,8481,5079,0.46012955
tX2939,45751,10448,6337,0.3473308
tX2940,49386,11812,8217,0.27697119
tX2941,49629,11724,10166,0.33616261
tX2942,48226,10678,11609,0.41255305
tX2943,47049,9163,12092,0.46817065
tX2944,46535,6981,12332,0.48157248
tX2945,46372,4616,12337,0.57203484
tX2946,47310,2786,12137,0.75429975
tX2947,48893,1500,11721,0.92316283
tX2948,48246,421,11158,1
tX2949,47649,42,11339,0.9412553
tX2950,47292,0,12102,0.76100067
tX2951,46466,0,12464,0.58431986
tX2952,42916,0,12556,0.47554166
tX2953,39903,0,12542,0.34867099
tX2954,38231,0,12655,0.19410319
tX2955,37615,0,12610,0.10297074
tX2956,37982,0,12732,0.04936341
tX2957,39630,0,11982,0.02859057
tX2958,44392,101,11344,0.02970739
tX2959,52979,1149,10848,0.11279875
tX2960,58569,3713,9923,0.27764128
tX2961,61615,7260,9756,0.52579853
tX2962,62956,10858,10281,0.46012955
tX2963,64257,13833,10268,0.3473308
tX2964,65337,15958,9965,0.27697119
tX2965,64751,17521,9546,0.33616261
tX2966,64590,16790,8940,0.41255305
tX2967,61568,14580,7574,0.46817065
tX2968,59687,13272,5771,0.48157248
tX2969,58266,10906,4053,0.57203484
tX2970,58803,7466,2410,0.75429975
tX2971,59042,3650,1323,0.92316283
tX2972,58683,1208,941,1
tX2973,57286,96,1591,0.9412553
tX2974,56544,0,3400,0.76100067
tX2975,52348,0,6470,0.58431986
tX2976,47228,0,8814,0.47554166
tX2977,43810,0,12035,0.34867099
tX2978,41810,0,14435,0.19410319
tX2979,41293,0,15498,0.10297074
tX2980,41759,0,15749,0.04936341
tX2981,42945,0,16223,0.02859057
tX2982,47389,95,17391,0.02970739
tX2983,55274,1011,17575,0.11279875
tX2984,61981,2948,16943,0.27764128
tX2985,64285,5357,15474,0.52579853
tX2986,65426,7673,14574,0.46012955
tX2987,67714,10580,14477,0.3473308
tX2988,68950,13487,15277,0.27697119
tX2989,69542,14267,15883,0.33616261
tX2990,67071,13097,16067,0.41255305
tX2991,65057,10773,16422,0.46817065
tX2992,63724,9120,17613,0.48157248
tX2993,62661,8195,19283,0.57203484
tX2994,63203,6164,21207,0.75429975
tX2995,63102,3221,21957,0.92316283
tX2996,61781,1076,20728,1
tX2997,60214,130,17576,0.9412553
tX2998,58537,0,14702,0.76100067
tX2999,53426,0,11883,0.58431986
tX3000,48319,0,10237,0.47554166
tX3001,44727,0,8990,0.34867099
tX3002,42738,0,8799,0.19410319
tX3003,41699,0,8643,0.10297074
tX3004,41956,0,8308,0.04936341
tX3005,43579,0,8207,0.02859057
tX3006,47327,151,8291,0.02970739
tX3007,54686,1345,8105,0.11279875
tX3008,60494,3996,7401,0.27764128
tX3009,63347,7159,7193,0.52579853
tX3010,63371,10353,8724,0.46012955
tX3011,64391,13163,11078,0.3473308
tX3012,66903,15281,13072,0.27697119
tX3013,67579,16122,14654,0.33616261
tX3014,66774,17084,15823,0.41255305
tX3015,66049,17284,16440,0.46817065
tX3016,64385,15619,17038,0.48157248
tX3017,62849,12535,17268,0.57203484
tX3018,62563,8639,16390,0.75429975
tX3019,62096,4677,15792,0.92316283
tX3020,61747,1656,13911,1
tX3021,59041,205,13196,0.9412553
tX3022,57558,0,14402,0.76100067
tX3023,54945,0,15539,0.58431986
tX3024,48860,0,14998,0.47554166
tX3025,45297,0,15393,0.34867099
tX3026,43944,0,15851,0.19410319
tX3027,43263,0,16528,0.10297074
tX3028,43869,0,17049,0.04936341
tX3029,45509,0,17102,0.02859057
tX3030,48356,149,17266,0.02970739
tX3031,55562,1586,16968,0.11279875
tX3032,61579,4790,15947,0.27764128
tX3033,64744,9017,16398,0.52579853
tX3034,66259,13066,17043,0.46012955
tX3035,67780,15347,16640,0.3473308
tX3036,67814,17079,15749,0.27697119
tX3037,67248,17527,14843,0.33616261
tX3038,66808,17946,13582,0.41255305
tX3039,65463,18032,12405,0.46817065
tX3040,64476,16908,11040,0.48157248
tX3041,63331,14023,10094,0.57203484
tX3042,61487,9867,9055,0.75429975
tX3043,60576,5484,7227,0.92316283
tX3044,59688,1889,4926,1
tX3045,57437,224,3031,0.9412553
tX3046,56591,0,2190,0.76100067
tX3047,53075,0,1714,0.58431986
tX3048,48006,0,1319,0.47554166
tX3049,44811,0,1149,0.34867099
tX3050,42815,0,1190,0.19410319
tX3051,41677,0,1412,0.10297074
tX3052,41905,0,1631,0.04936341
tX3053,43479,1,1937,0.02859057
tX3054,46952,174,1949,0.02970739
tX3055,53940,1643,2043,0.11279875
tX3056,59916,4723,1871,0.27764128
tX3057,62466,9320,1157,0.52579853
tX3058,63025,14191,692,0.46012955
tX3059,64347,18132,672,0.3473308
tX3060,65478,20789,681,0.27697119
tX3061,64757,21718,622,0.33616261
tX3062,63672,21256,591,0.41255305
tX3063,62093,19718,584,0.46817065
tX3064,60571,16990,601,0.48157248
tX3065,59622,13054,732,0.57203484
tX3066,58644,8410,1014,0.75429975
tX3067,57924,4329,1531,0.92316283
tX3068,56844,1480,2109,1
tX3069,55112,171,2885,0.9412553
tX3070,54533,0,4378,0.76100067
tX3071,51600,0,5330,0.58431986
tX3072,46984,0,5787,0.47554166
tX3073,42887,0,5971,0.34867099
tX3074,40413,0,6323,0.19410319
tX3075,38787,0,6580,0.10297074
tX3076,38456,0,6944,0.04936341
tX3077,38871,1,7458,0.02859057
tX3078,39443,115,7830,0.02970739
tX3079,41289,1037,8339,0.11279875
tX3080,45889,2936,8050,0.27764128
tX3081,50007,5658,8202,0.52579853
tX3082,53868,8459,8989,0.46012955
tX3083,56071,10521,10213,0.3473308
tX3084,57687,11995,12095,0.27697119
tX3085,55956,12920,14233,0.33616261
tX3086,53744,13228,15110,0.41255305
tX3087,51770,13173,15824,0.46817065
tX3088,50830,11409,16516,0.48157248
tX3089,50099,9336,16288,0.57203484
tX3090,50689,6909,15143,0.75429975
tX3091,51372,4121,14414,0.92316283
tX3092,49811,1605,12862,1
tX3093,47835,239,12401,0.9412553
tX3094,47367,0,12903,0.76100067
tX3095,46037,0,13925,0.58431986
tX3096,42707,0,14134,0.47554166
tX3097,39978,0,15486,0.34867099
tX3098,37759,0,16034,0.19410319
tX3099,37248,0,16541,0.10297074
tX3100,36652,0,16979,0.04936341
tX3101,36248,2,16776,0.02859057
tX3102,36524,216,16902,0.02970739
tX3103,36574,1731,16143,0.11279875
tX3104,39592,4715,15841,0.27764128
tX3105,43280,8527,15977,0.52579853
tX3106,46847,12633,15918,0.46012955
tX3107,49436,16389,14674,0.3473308
tX3108,51418,19223,13430,0.27697119
tX3109,49959,20838,11941,0.33616261
tX3110,47872,21617,10345,0.41255305
tX3111,45326,21158,8984,0.46817065
tX3112,44026,19249,7592,0.48157248
tX3113,43128,15727,6253,0.57203484
tX3114,43853,11041,5176,0.75429975
tX3115,45608,5949,3968,0.92316283
tX3116,46628,2088,2605,1
tX3117,46767,274,1937,0.9412553
tX3118,48065,0,2357,0.76100067
tX3119,47210,0,3345,0.58431986
tX3120,43604,0,4628,0.47554166
tX3121,40746,0,5867,0.34867099
tX3122,38981,0,6508,0.19410319
tX3123,38288,0,6946,0.10297074
tX3124,38772,0,7327,0.04936341
tX3125,40815,3,7666,0.02859057
tX3126,44457,262,8417,0.02970739
tX3127,52951,2171,8707,0.11279875
tX3128,59499,6068,7967,0.27764128
tX3129,62746,10793,6316,0.52579853
tX3130,63093,15510,5432,0.46012955
tX3131,64968,19345,5373,0.3473308
tX3132,66800,21371,5608,0.27697119
tX3133,66547,22238,6103,0.33616261
tX3134,66179,21647,7204,0.41255305
tX3135,64896,20234,7769,0.46817065
tX3136,63627,17788,7908,0.48157248
tX3137,61492,14029,7686,0.57203484
tX3138,60950,9741,6972,0.75429975
tX3139,60674,5456,6266,0.92316283
tX3140,60233,2081,5594,1
tX3141,57741,278,5625,0.9412553
tX3142,57171,0,6432,0.76100067
tX3143,53955,0,6829,0.58431986
tX3144,48271,0,7291,0.47554166
tX3145,45111,0,7256,0.34867099
tX3146,43273,0,6944,0.19410319
tX3147,42174,0,6564,0.10297074
tX3148,42400,0,6954,0.04936341
tX3149,43680,3,7447,0.02859057
tX3150,46938,238,7801,0.02970739
tX3151,54261,1975,7777,0.11279875
tX3152,59597,5160,6616,0.27764128
tX3153,62048,9219,4848,0.52579853
tX3154,62733,13140,4056,0.46012955
tX3155,64181,16266,4347,0.3473308
tX3156,65952,18664,5790,0.27697119
tX3157,66031,19661,9379,0.33616261
tX3158,65643,19094,13669,0.41255305
tX3159,64906,17664,16785,0.46817065
tX3160,63866,15217,18887,0.48157248
tX3161,63310,11625,19626,0.57203484
tX3162,62512,7700,20048,0.75429975
tX3163,62837,3964,20908,0.92316283
tX3164,61865,1409,20277,1
tX3165,58771,193,17896,0.9412553
tX3166,56845,0,15228,0.76100067
tX3167,53415,0,13193,0.58431986
tX3168,48965,0,11225,0.47554166
tX3169,45314,0,10492,0.34867099
tX3170,43583,0,10315,0.19410319
tX3171,42449,0,10690,0.10297074
tX3172,42737,0,10775,0.04936341
tX3173,44049,5,10895,0.02859057
tX3174,47438,287,11137,0.02970739
tX3175,55260,1875,10997,0.11279875
tX3176,60867,5584,9850,0.27764128
tX3177,63348,10684,9575,0.52579853
tX3178,64047,15374,10391,0.46012955
tX3179,66410,18770,11706,0.3473308
tX3180,68329,20810,12624,0.27697119
tX3181,68033,21705,12720,0.33616261
tX3182,67236,21136,12075,0.41255305
tX3183,66092,18955,11653,0.46817065
tX3184,63999,15648,10470,0.48157248
tX3185,61259,11767,9227,0.57203484
tX3186,60325,8049,8093,0.75429975
tX3187,59769,4787,7253,0.92316283
tX3188,58870,1817,6673,1
tX3189,56598,225,6442,0.9412553
tX3190,54885,3,6510,0.76100067
tX3191,51364,0,6409,0.58431986
tX3192,47129,0,6252,0.47554166
tX3193,43243,0,5789,0.34867099
tX3194,40602,0,5526,0.19410319
tX3195,39076,0,5537,0.10297074
tX3196,38739,0,5543,0.04936341
tX3197,38738,5,5375,0.02859057
tX3198,37562,272,5316,0.02970739
tX3199,37392,1780,5021,0.11279875
tX3200,40217,4640,4546,0.27764128
tX3201,43890,8175,4391,0.52579853
tX3202,46797,11486,4213,0.46012955
tX3203,48117,14112,3803,0.3473308
tX3204,49664,15855,3438,0.27697119
tX3205,48430,16797,3101,0.33616261
tX3206,46465,17151,2865,0.41255305
tX3207,45086,16326,2602,0.46817065
tX3208,43893,13964,2295,0.48157248
tX3209,43050,10977,2021,0.57203484
tX3210,43834,7671,1825,0.75429975
tX3211,45544,4317,1550,0.92316283
tX3212,45874,1617,1398,1
tX3213,45554,240,1460,0.9412553
tX3214,46433,4,1723,0.76100067
tX3215,45429,0,2082,0.58431986
tX3216,41987,0,2362,0.47554166
tX3217,38697,0,2526,0.34867099
tX3218,36896,0,2610,0.19410319
tX3219,36057,0,2613,0.10297074
tX3220,36124,0,2595,0.04936341
tX3221,37705,5,2694,0.02859057
tX3222,40211,208,2805,0.02970739
tX3223,45595,1372,2482,0.11279875
tX3224,51110,3680,1880,0.27764128
tX3225,54628,6539,1387,0.52579853
tX3226,56144,9454,1085,0.46012955
tX3227,57775,12130,1069,0.3473308
tX3228,58406,14469,1279,0.27697119
tX3229,57501,16441,1595,0.33616261
tX3230,55972,17720,1948,0.41255305
tX3231,54666,17633,2259,0.46817065
tX3232,53442,16013,2440,0.48157248
tX3233,52908,13219,2748,0.57203484
tX3234,52912,9309,2974,0.75429975
tX3235,52724,5198,3012,0.92316283
tX3236,52006,2102,2827,1
tX3237,50165,348,2693,0.9412553
tX3238,49720,4,2972,0.76100067
tX3239,47828,0,2898,0.58431986
tX3240,43816,0,2436,0.47554166
tX3241,40487,0,2183,0.34867099
tX3242,38046,0,2221,0.19410319
tX3243,36882,0,2332,0.10297074
tX3244,36775,0,2472,0.04936341
tX3245,37440,7,2567,0.02859057
tX3246,37823,341,2913,0.02970739
tX3247,39742,2137,3216,0.11279875
tX3248,43383,5453,3108,0.27764128
tX3249,47411,9481,3422,0.52579853
tX3250,50589,12830,4446,0.46012955
tX3251,52758,15378,5831,0.3473308
tX3252,54157,16734,6735,0.27697119
tX3253,53453,17056,7788,0.33616261
tX3254,51841,16106,8865,0.41255305
tX3255,51202,14018,9968,0.46817065
tX3256,50257,11061,10594,0.48157248
tX3257,50428,8110,11346,0.57203484
